person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
24,85000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4400,7.4,0.05,N,2,no
26,60000,MORTGAGE,6.0,PERSONAL,A,3050,7.29,0.05,N,3,no
29,32000,RENT,1.0,PERSONAL,D,5000,14.84,0.16,N,8,yes
30,90000,MORTGAGE,10.0,PERSONAL,A,5000,6.76,0.06,N,5,no
27,73680,MORTGAGE,11.0,DEBTCONSOLIDATION,E,10000,17.93,0.14,Y,6,yes
42,42000,RENT,6.0,EDUCATION,D,14500,15.57,0.35,N,14,yes
25,32000,RENT,1.0,PERSONAL,D,6000,12.92,0.19,Y,3,yes
30,36000,MORTGAGE,8.0,PERSONAL,B,5000,8.88,0.14,N,5,no
23,36000,RENT,4.0,DEBTCONSOLIDATION,D,6500,17.49,0.18,Y,2,yes
33,62000,OWN,2.0,HOMEIMPROVEMENT,C,9800,13.79,0.16,Y,10,no
28,84000,MORTGAGE,12.0,MEDICAL,B,20500,10.0,0.24,N,5,no
22,82000,RENT,6.0,EDUCATION,D,12000,13.55,0.15,N,4,no
26,100000,MORTGAGE,9.0,EDUCATION,B,12800,9.45,0.13,N,3,no
30,180000,MORTGAGE,11.0,VENTURE,D,28000,14.91,0.16,Y,5,no
23,75000,MORTGAGE,4.0,VENTURE,B,12000,9.91,0.16,N,2,no
26,38400,RENT,0.0,EDUCATION,A,12000,8.9,0.31,N,4,yes
29,153000,RENT,1.0,DEBTCONSOLIDATION,B,17600,8.7,0.12,N,7,no
22,49176,RENT,7.0,MEDICAL,C,17500,13.85,0.36,N,2,yes
24,45792,RENT,3.0,DEBTCONSOLIDATION,B,17000,10.38,0.37,N,2,yes
27,168000,MORTGAGE,5.0,DEBTCONSOLIDATION,F,24000,17.26,0.14,N,9,yes
31,60380,MORTGAGE,10.0,PERSONAL,B,6000,11.48,0.1,N,10,no
26,76000,RENT,6.0,HOMEIMPROVEMENT,C,8000,13.48,0.11,Y,4,yes
22,39000,RENT,0.0,HOMEIMPROVEMENT,B,7200,9.45,0.18,N,3,yes
32,30000,RENT,0.0,PERSONAL,B,3500,11.71,0.12,N,10,yes
41,39000,RENT,0.0,VENTURE,B,5000,,0.13,N,15,no
28,71000,RENT,4.0,MEDICAL,A,6000,8.49,0.08,N,10,no
31,34000,RENT,3.0,DEBTCONSOLIDATION,A,5000,5.42,0.15,N,7,no
24,42000,MORTGAGE,,PERSONAL,E,18250,16.82,0.43,Y,4,yes
26,135000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,24000,12.99,0.18,N,2,no
36,51000,MORTGAGE,4.0,EDUCATION,B,4775,11.14,0.09,N,11,no
23,29856,RENT,0.0,PERSONAL,A,10300,8.94,0.34,N,2,yes
25,38004,RENT,6.0,MEDICAL,C,20000,13.11,0.53,N,2,yes
29,63000,RENT,13.0,MEDICAL,A,10000,7.49,0.16,N,5,no
42,153000,MORTGAGE,7.0,EDUCATION,G,25000,20.53,0.16,N,14,yes
24,9600,OWN,2.0,VENTURE,A,3200,7.88,0.33,N,2,yes
24,43500,RENT,6.0,MEDICAL,D,10000,13.62,0.23,Y,3,yes
36,65000,MORTGAGE,1.0,VENTURE,B,7000,11.49,0.11,N,11,no
29,56000,RENT,0.0,PERSONAL,B,3200,,0.06,N,7,no
25,101424,RENT,6.0,DEBTCONSOLIDATION,A,2000,7.29,0.02,N,4,no
28,54996,MORTGAGE,8.0,EDUCATION,B,16750,10.38,0.3,N,9,yes
37,40000,RENT,0.0,MEDICAL,B,12000,9.91,0.3,N,16,no
23,21600,RENT,1.0,EDUCATION,D,4500,15.65,0.21,N,2,yes
26,52800,RENT,2.0,VENTURE,D,10000,12.8,0.19,Y,3,yes
25,32000,RENT,1.0,MEDICAL,D,6000,12.92,0.19,N,2,yes
22,62000,MORTGAGE,2.0,EDUCATION,D,7500,13.87,0.12,N,3,no
23,30000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.31,0.33,Y,4,yes
25,92407,RENT,9.0,MEDICAL,B,20000,9.25,0.22,N,2,no
28,64000,OTHER,11.0,PERSONAL,A,15000,9.63,0.23,N,10,yes
30,40000,RENT,3.0,EDUCATION,C,4800,12.68,0.12,N,5,no
35,19200,RENT,4.0,PERSONAL,A,1200,7.29,0.06,N,10,yes
30,52500,MORTGAGE,14.0,EDUCATION,A,10000,9.63,0.19,N,8,yes
23,80000,RENT,2.0,PERSONAL,A,9600,7.88,0.12,N,4,no
24,100000,RENT,8.0,MEDICAL,C,8400,13.06,0.08,N,4,no
22,97000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,14000,11.48,0.14,N,2,yes
32,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,5.79,0.09,N,6,no
28,54400,MORTGAGE,12.0,MEDICAL,C,18000,12.99,0.28,Y,8,yes
27,80004,RENT,11.0,PERSONAL,D,10000,15.2,0.12,N,7,no
23,21000,RENT,3.0,DEBTCONSOLIDATION,D,3750,15.65,0.18,N,2,yes
28,75000,OWN,11.0,EDUCATION,B,12000,12.69,0.16,N,5,no
24,48000,RENT,4.0,VENTURE,D,24000,16.29,0.5,Y,2,yes
27,118000,RENT,1.0,PERSONAL,D,13425,15.99,0.11,Y,10,yes
25,46000,RENT,5.0,EDUCATION,B,7000,10.25,0.15,N,3,no
23,40104,OTHER,7.0,EDUCATION,C,10000,12.72,0.25,Y,2,no
36,290000,MORTGAGE,6.0,PERSONAL,D,25000,15.65,0.09,N,16,no
29,63000,MORTGAGE,5.0,MEDICAL,B,7400,10.99,0.12,N,10,no
23,72250,MORTGAGE,7.0,MEDICAL,D,35000,15.99,0.41,N,2,yes
21,35000,RENT,6.0,VENTURE,A,10000,7.66,0.29,N,3,no
26,76000,MORTGAGE,10.0,DEBTCONSOLIDATION,E,7200,16.35,0.09,Y,2,yes
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,,0.13,N,2,no
22,18000,RENT,6.0,MEDICAL,B,4000,11.49,0.22,N,4,yes
24,19200,RENT,1.0,HOMEIMPROVEMENT,C,8000,13.61,0.42,Y,3,yes
24,75600,MORTGAGE,5.0,VENTURE,A,7200,5.99,0.1,N,2,no
26,48996,RENT,8.0,DEBTCONSOLIDATION,D,2500,14.59,0.05,N,2,yes
27,39480,MORTGAGE,2.0,EDUCATION,C,7200,13.79,0.18,N,7,no
35,30000,MORTGAGE,11.0,MEDICAL,B,11000,10.65,0.37,N,10,no
22,42000,RENT,7.0,DEBTCONSOLIDATION,E,7500,17.04,0.18,N,2,yes
32,104400,MORTGAGE,17.0,DEBTCONSOLIDATION,A,24000,8.9,0.23,N,5,yes
24,33000,RENT,4.0,MEDICAL,D,4800,14.91,0.15,Y,4,yes
37,80004,RENT,7.0,MEDICAL,B,14500,11.26,0.18,N,14,no
37,29000,RENT,5.0,PERSONAL,E,7200,19.03,0.25,Y,14,yes
30,77500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,9000,7.88,0.12,N,7,no
26,125000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,16000,8.94,0.13,N,4,no
24,43000,RENT,9.0,MEDICAL,A,18000,7.9,0.42,N,2,yes
28,105000,RENT,5.0,DEBTCONSOLIDATION,C,5500,15.23,0.05,N,7,no
23,54000,RENT,7.0,PERSONAL,A,20375,7.49,0.38,N,2,yes
23,92004,RENT,6.0,PERSONAL,C,30000,15.23,0.33,Y,3,yes
27,144000,MORTGAGE,6.0,MEDICAL,A,5000,7.49,0.03,N,5,no
23,92004,RENT,6.0,MEDICAL,C,30000,15.23,0.33,Y,2,yes
31,66500,MORTGAGE,0.0,VENTURE,A,4200,7.66,0.06,N,8,no
22,100000,MORTGAGE,7.0,EDUCATION,A,20000,6.91,0.2,N,4,no
27,18000,OWN,4.0,EDUCATION,A,5000,7.9,0.28,N,9,yes
23,88000,RENT,0.0,PERSONAL,D,12000,14.61,0.14,Y,4,yes
29,46000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,4800,11.86,0.1,N,9,yes
27,49600,RENT,2.0,EDUCATION,D,8400,,0.17,N,5,yes
28,28320,RENT,4.0,VENTURE,D,8700,14.61,0.31,N,10,yes
22,32213,MORTGAGE,3.0,MEDICAL,C,8000,13.47,0.25,Y,4,yes
25,46500,RENT,9.0,MEDICAL,C,9000,,0.19,N,3,no
34,45000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12000,11.86,0.27,N,5,no
26,68926,RENT,4.0,PERSONAL,D,8400,17.27,0.12,N,2,no
22,66396,MORTGAGE,6.0,EDUCATION,C,15000,13.48,0.23,N,2,no
32,114000,RENT,17.0,HOMEIMPROVEMENT,B,6000,10.37,0.05,N,5,no
22,19800,RENT,,DEBTCONSOLIDATION,B,4800,10.99,0.24,N,2,yes
22,56400,MORTGAGE,6.0,EDUCATION,D,8400,14.91,0.15,N,2,yes
35,200000,MORTGAGE,3.0,EDUCATION,C,25000,,0.13,Y,7,no
25,36000,RENT,7.0,MEDICAL,B,11325,12.69,0.31,N,4,yes
21,12000,RENT,0.0,DEBTCONSOLIDATION,C,2200,,0.18,N,3,yes
37,88000,RENT,4.0,PERSONAL,G,25000,19.66,0.28,Y,12,yes
30,49000,OWN,3.0,MEDICAL,A,3500,6.99,0.07,N,5,no
30,43580,MORTGAGE,5.0,PERSONAL,B,6000,12.21,0.14,N,7,yes
23,13920,OWN,2.0,PERSONAL,E,7750,17.04,0.56,N,4,yes
30,45000,RENT,1.0,EDUCATION,A,6000,7.51,0.13,N,5,no
38,17108,MORTGAGE,7.0,EDUCATION,A,4375,7.51,0.26,N,13,yes
29,31000,RENT,1.0,PERSONAL,C,7200,11.03,0.23,N,8,yes
32,28800,RENT,3.0,MEDICAL,A,7000,7.51,0.24,N,10,no
32,63000,RENT,9.0,DEBTCONSOLIDATION,B,8000,10.74,0.13,N,5,yes
27,27000,OWN,0.0,EDUCATION,G,11500,20.11,0.43,N,9,yes
28,54000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,1200,7.51,0.02,N,7,no
23,25920,RENT,4.0,EDUCATION,D,10000,15.58,0.39,N,2,yes
30,79000,MORTGAGE,14.0,PERSONAL,A,7500,7.14,0.09,N,8,no
24,52000,RENT,2.0,DEBTCONSOLIDATION,B,10000,9.91,0.19,N,2,no
23,78000,MORTGAGE,4.0,PERSONAL,B,15250,,0.2,N,2,yes
24,65000,MORTGAGE,7.0,VENTURE,A,6000,5.42,0.09,N,3,no
27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,6.62,0.08,N,10,no
23,13200,OWN,3.0,DEBTCONSOLIDATION,A,4950,7.9,0.38,N,4,yes
34,30000,RENT,3.0,PERSONAL,A,9050,5.99,0.3,N,9,no
30,57000,MORTGAGE,1.0,VENTURE,A,4500,7.49,0.08,N,10,no
44,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0.25,N,13,no
34,42000,MORTGAGE,7.0,MEDICAL,B,7500,11.11,0.18,N,7,no
36,44004,MORTGAGE,1.0,MEDICAL,B,1800,10.0,0.04,N,13,yes
40,13273,RENT,3.0,DEBTCONSOLIDATION,B,3850,9.99,0.29,N,12,yes
23,42000,RENT,7.0,EDUCATION,B,1400,10.0,0.03,N,4,yes
33,48000,RENT,11.0,DEBTCONSOLIDATION,B,25000,9.99,0.52,N,10,yes
29,54000,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.9,0.11,N,7,no
22,31200,RENT,6.0,EDUCATION,B,12000,10.39,0.38,N,2,yes
23,85000,MORTGAGE,6.0,PERSONAL,B,25000,10.75,0.29,N,4,no
23,46000,RENT,2.0,DEBTCONSOLIDATION,D,10000,12.61,0.22,N,2,yes
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,0.39,N,3,yes
27,82000,MORTGAGE,0.0,VENTURE,B,14000,10.0,0.17,N,7,no
22,40800,MORTGAGE,6.0,PERSONAL,A,7975,5.79,0.2,N,3,no
21,65000,OWN,5.0,MEDICAL,A,5000,5.79,0.08,N,4,no
25,177160,MORTGAGE,2.0,VENTURE,B,24000,11.11,0.14,N,4,no
22,33600,RENT,2.0,MEDICAL,B,10000,,0.3,N,4,no
25,77700,RENT,2.0,EDUCATION,B,14000,10.99,0.18,N,2,no
28,70000,MORTGAGE,0.0,EDUCATION,A,5000,7.43,0.07,N,5,no
43,46000,RENT,2.0,MEDICAL,D,13000,15.7,0.28,N,13,yes
25,74000,OWN,1.0,MEDICAL,A,16000,8.49,0.22,N,3,no
23,50000,RENT,4.0,VENTURE,B,18225,10.74,0.36,N,3,yes
23,32388,MORTGAGE,0.0,EDUCATION,B,6000,10.71,0.19,N,4,no
26,65004,RENT,7.0,DEBTCONSOLIDATION,B,20000,11.99,0.31,N,2,yes
25,40000,RENT,1.0,VENTURE,B,6500,11.89,0.16,N,3,no
26,14400,RENT,1.0,PERSONAL,B,1500,9.25,0.1,N,4,no
28,32400,RENT,3.0,MEDICAL,D,4900,14.12,0.15,N,7,yes
32,69996,RENT,4.0,VENTURE,D,25000,15.95,0.36,Y,10,yes
25,67675,MORTGAGE,9.0,MEDICAL,C,3000,14.35,0.04,N,3,no
27,45500,RENT,2.0,EDUCATION,B,5000,11.71,0.11,N,5,no
22,23964,OWN,,VENTURE,B,2500,9.91,0.1,N,2,no
24,35004,RENT,0.0,PERSONAL,C,10000,12.84,0.29,Y,4,no
32,43000,RENT,2.0,EDUCATION,C,6000,13.22,0.14,N,6,no
22,28080,RENT,,MEDICAL,B,4200,9.91,0.15,N,4,yes
24,39000,RENT,3.0,EDUCATION,A,1500,8.49,0.04,N,3,yes
38,98000,MORTGAGE,7.0,MEDICAL,B,12000,10.37,0.12,N,17,no
26,48000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,4000,5.42,0.08,N,2,no
22,24996,RENT,3.0,MEDICAL,A,10000,8.94,0.4,N,4,yes
28,73000,RENT,0.0,PERSONAL,B,32000,11.99,0.44,N,9,yes
23,70000,MORTGAGE,4.0,VENTURE,C,6000,13.16,0.09,N,4,no
23,24960,RENT,0.0,PERSONAL,B,10000,9.64,0.4,N,4,yes
23,18000,RENT,,VENTURE,A,4500,7.49,0.25,N,4,yes
28,64600,RENT,3.0,PERSONAL,C,10000,13.48,0.15,Y,7,no
23,30000,RENT,1.0,DEBTCONSOLIDATION,E,10000,16.0,0.33,N,4,yes
28,110000,RENT,3.0,DEBTCONSOLIDATION,B,4000,12.18,0.04,N,9,no
25,42000,RENT,2.0,MEDICAL,D,6750,17.27,0.16,N,2,yes
23,78000,RENT,2.0,VENTURE,D,25000,16.32,0.32,Y,3,yes
37,40000,RENT,1.0,VENTURE,C,21250,12.99,0.53,N,16,yes
29,173000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,28000,17.49,0.16,Y,10,yes
23,35976,RENT,3.0,VENTURE,B,15000,10.25,0.42,N,3,yes
23,99996,MORTGAGE,7.0,EDUCATION,A,20000,7.49,0.2,N,3,no
24,56000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19125,13.99,0.34,Y,3,no
28,15360,RENT,2.0,PERSONAL,B,5375,9.91,0.35,N,5,yes
38,66000,RENT,1.0,PERSONAL,D,10000,15.99,0.15,Y,12,yes
24,46000,RENT,0.0,EDUCATION,D,5975,14.46,0.13,Y,2,yes
21,60000,RENT,2.0,EDUCATION,B,8000,11.26,0.13,N,3,no
29,33000,RENT,5.0,HOMEIMPROVEMENT,A,8000,5.79,0.24,N,8,yes
23,57000,RENT,0.0,EDUCATION,D,11050,14.74,0.19,N,4,yes
36,44004,RENT,4.0,DEBTCONSOLIDATION,C,2000,13.61,0.05,Y,13,yes
30,40525,MORTGAGE,8.0,HOMEIMPROVEMENT,C,4800,14.65,0.12,N,10,yes
27,72000,MORTGAGE,11.0,MEDICAL,B,6150,,0.09,N,5,no
36,44000,RENT,2.0,MEDICAL,C,5000,13.22,0.11,Y,13,yes
33,120000,MORTGAGE,3.0,EDUCATION,A,14050,8.9,0.12,N,7,no
34,130000,MORTGAGE,5.0,PERSONAL,E,5000,17.56,0.04,Y,8,no
24,56100,MORTGAGE,4.0,MEDICAL,D,4900,15.95,0.07,Y,4,yes
33,125000,OWN,17.0,PERSONAL,A,3000,7.75,0.02,N,8,no
27,75000,RENT,11.0,PERSONAL,B,30000,10.65,0.4,N,5,yes
25,150000,MORTGAGE,9.0,MEDICAL,B,12125,8.7,0.08,N,4,no
33,54000,RENT,1.0,DEBTCONSOLIDATION,D,6500,14.96,0.12,Y,7,yes
23,42000,RENT,2.0,EDUCATION,B,12000,10.65,0.29,N,4,no
22,31200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1050,7.51,0.03,N,4,yes
27,14000,RENT,5.0,HOMEIMPROVEMENT,B,4750,10.0,0.34,N,9,yes
26,85000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,4000,9.25,0.05,N,2,no
24,44000,RENT,1.0,EDUCATION,B,4000,8.7,0.09,N,2,no
32,28800,RENT,4.0,PERSONAL,E,14500,16.7,0.5,N,10,yes
23,74000,MORTGAGE,3.0,VENTURE,C,10000,,0.14,Y,3,yes
22,31000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.25,0.39,N,4,yes
31,34000,RENT,9.0,VENTURE,B,15000,9.88,0.44,N,6,yes
31,32400,RENT,2.0,DEBTCONSOLIDATION,C,20500,11.03,0.63,Y,6,yes
28,127500,MORTGAGE,5.0,MEDICAL,E,20000,17.04,0.13,Y,8,yes
21,24996,RENT,3.0,EDUCATION,B,6000,11.83,0.24,N,3,no
24,85000,MORTGAGE,0.0,PERSONAL,B,10000,10.0,0.12,N,4,no
27,54000,RENT,6.0,DEBTCONSOLIDATION,B,5000,11.99,0.09,N,10,yes
22,66000,RENT,6.0,DEBTCONSOLIDATION,E,11750,17.14,0.18,N,2,yes
26,71004,RENT,0.0,HOMEIMPROVEMENT,D,20000,13.36,0.28,Y,2,yes
32,105000,RENT,15.0,EDUCATION,B,3000,,0.03,N,7,no
32,31000,RENT,0.0,EDUCATION,B,5000,11.49,0.16,N,8,yes
23,49400,RENT,0.0,EDUCATION,A,20000,6.54,0.4,N,4,yes
27,42000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4200,6.76,0.1,N,7,no
33,62050,MORTGAGE,17.0,MEDICAL,D,20000,,0.27,Y,8,yes
26,80000,MORTGAGE,0.0,EDUCATION,A,6300,5.79,0.08,N,4,no
24,106000,RENT,6.0,HOMEIMPROVEMENT,B,13000,12.69,0.12,N,4,yes
32,41600,MORTGAGE,2.0,VENTURE,B,13200,11.71,0.32,N,7,no
24,31000,RENT,8.0,VENTURE,C,13500,13.43,0.44,N,4,yes
25,62467,RENT,1.0,HOMEIMPROVEMENT,B,7250,10.65,0.12,N,4,no
28,35000,RENT,4.0,EDUCATION,B,13250,10.65,0.38,N,7,yes
23,56525,RENT,1.0,MEDICAL,B,15000,11.48,0.23,N,4,yes
42,45000,RENT,1.0,DEBTCONSOLIDATION,B,18200,10.83,0.4,N,14,yes
42,82000,MORTGAGE,13.0,HOMEIMPROVEMENT,E,26800,,0.33,Y,15,no
27,65000,RENT,9.0,PERSONAL,A,4000,6.99,0.06,N,5,no
22,74867,MORTGAGE,4.0,MEDICAL,D,17000,16.02,0.19,Y,4,yes
26,31200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8400,7.51,0.27,N,3,no
33,132444,RENT,4.0,EDUCATION,B,2000,11.36,0.02,N,9,no
21,75000,RENT,5.0,PERSONAL,C,12000,12.09,0.16,Y,2,no
23,24000,RENT,0.0,EDUCATION,C,2000,14.35,0.08,Y,2,no
39,40800,OWN,0.0,HOMEIMPROVEMENT,A,3500,8.59,0.09,N,14,no
29,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,3250,14.26,0.07,N,5,no
22,48526,MORTGAGE,0.0,EDUCATION,B,13500,11.14,0.28,N,3,no
28,90000,OWN,5.0,HOMEIMPROVEMENT,D,20000,15.28,0.22,Y,6,no
24,55032,RENT,8.0,EDUCATION,A,12000,9.63,0.22,N,2,no
50,90000,MORTGAGE,2.0,VENTURE,B,24000,11.36,0.27,N,13,no
24,140000,MORTGAGE,3.0,PERSONAL,A,4475,7.49,0.03,N,4,no
22,50004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,,0.12,N,4,no
31,42000,RENT,4.0,EDUCATION,B,10000,11.71,0.24,N,5,yes
26,44000,RENT,0.0,HOMEIMPROVEMENT,E,7500,16.4,0.17,N,3,yes
39,62400,RENT,7.0,PERSONAL,C,20000,12.68,0.32,N,13,yes
25,200000,OWN,0.0,HOMEIMPROVEMENT,D,24000,14.96,0.12,Y,3,no
23,34800,RENT,6.0,VENTURE,A,6600,7.49,0.19,N,2,no
24,42494,RENT,7.0,VENTURE,B,16000,11.71,0.38,N,3,yes
25,45000,RENT,0.0,MEDICAL,A,12000,7.66,0.27,N,4,no
27,20000,RENT,4.0,PERSONAL,C,3250,,0.16,N,5,yes
23,34000,RENT,1.0,EDUCATION,B,15000,11.71,0.44,N,4,yes
36,108000,MORTGAGE,1.0,MEDICAL,A,7000,7.74,0.06,N,14,no
48,36655,MORTGAGE,,HOMEIMPROVEMENT,B,15000,12.69,0.41,N,16,yes
23,83000,RENT,7.0,DEBTCONSOLIDATION,C,20000,,0.24,N,2,yes
27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,,0.2,N,7,no
28,30000,RENT,0.0,MEDICAL,D,11500,14.46,0.38,Y,5,yes
30,85000,RENT,3.0,HOMEIMPROVEMENT,B,25000,12.21,0.29,N,6,no
21,48996,MORTGAGE,5.0,VENTURE,D,15000,15.58,0.31,Y,3,yes
22,75000,RENT,3.0,EDUCATION,A,3500,7.29,0.05,N,2,no
30,58000,RENT,2.0,MEDICAL,A,15000,8.49,0.26,N,10,no
31,20000,OWN,3.0,PERSONAL,B,5000,11.83,0.25,N,7,no
29,74000,RENT,2.0,DEBTCONSOLIDATION,D,30750,,0.42,N,6,yes
29,218000,MORTGAGE,12.0,EDUCATION,A,14400,8.9,0.07,N,7,no
22,31200,RENT,0.0,MEDICAL,C,10600,12.99,0.34,N,2,yes
32,83196,RENT,1.0,EDUCATION,B,9350,,0.11,N,6,no
26,85200,MORTGAGE,5.0,HOMEIMPROVEMENT,E,14000,,0.16,Y,2,yes
21,29000,RENT,6.0,MEDICAL,C,11000,13.49,0.38,Y,2,yes
32,58650,RENT,6.0,MEDICAL,D,17400,15.05,0.25,N,6,yes
22,88000,MORTGAGE,6.0,PERSONAL,B,16000,11.71,0.18,N,3,no
33,43200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5000,7.51,0.12,N,8,no
24,34000,RENT,8.0,MEDICAL,B,12000,11.71,0.35,N,4,yes
30,108000,RENT,0.0,EDUCATION,D,7000,14.42,0.06,Y,8,yes
28,12000,RENT,0.0,MEDICAL,B,4000,,0.33,N,9,yes
41,43000,OWN,3.0,VENTURE,B,22800,12.21,0.53,N,11,no
29,78000,OWN,13.0,VENTURE,A,14400,,0.18,N,7,no
27,54000,RENT,2.0,MEDICAL,B,20000,10.99,0.37,N,8,yes
29,56000,MORTGAGE,0.0,VENTURE,C,6000,13.23,0.11,Y,7,no
33,37500,MORTGAGE,3.0,EDUCATION,D,6500,15.33,0.17,Y,7,no
32,51000,MORTGAGE,5.0,MEDICAL,C,15000,,0.29,Y,8,yes
22,26400,RENT,1.0,EDUCATION,A,10000,7.49,0.38,N,3,yes
27,61000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,6800,15.99,0.11,N,7,yes
29,89849,MORTGAGE,13.0,PERSONAL,C,6000,13.98,0.07,Y,10,no
23,74000,RENT,3.0,MEDICAL,B,25000,10.36,0.34,N,2,yes
31,41000,MORTGAGE,6.0,MEDICAL,C,3200,13.16,0.08,N,6,yes
33,59450,MORTGAGE,1.0,PERSONAL,B,3000,10.38,0.05,N,5,no
23,22800,RENT,5.0,EDUCATION,A,1775,6.99,0.08,N,4,no
23,42000,RENT,7.0,DEBTCONSOLIDATION,D,10000,,0.24,Y,3,yes
27,180000,MORTGAGE,2.0,PERSONAL,C,8000,13.23,0.04,N,9,no
24,64000,MORTGAGE,7.0,DEBTCONSOLIDATION,F,4000,20.89,0.06,Y,2,yes
25,53742,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10750,5.79,0.2,N,2,no
24,69996,OWN,4.0,MEDICAL,A,10000,,0.14,N,2,no
24,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.49,0.38,N,2,no
25,60000,RENT,9.0,EDUCATION,B,12000,12.21,0.2,N,3,no
28,44900,RENT,12.0,MEDICAL,C,17500,14.35,0.39,Y,10,yes
23,58560,MORTGAGE,7.0,MEDICAL,B,8000,12.21,0.14,N,3,no
24,56000,RENT,2.0,EDUCATION,C,18000,13.48,0.32,N,3,yes
21,30028,RENT,5.0,MEDICAL,B,7500,10.75,0.25,N,4,no
24,30000,RENT,5.0,MEDICAL,G,2000,21.27,0.07,Y,3,yes
37,59448,RENT,6.0,DEBTCONSOLIDATION,A,12000,6.54,0.2,N,16,no
23,36000,RENT,0.0,EDUCATION,A,8000,7.51,0.22,N,2,no
23,49161,RENT,1.0,HOMEIMPROVEMENT,D,8000,13.17,0.16,Y,4,yes
28,78000,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.48,0.26,N,5,no
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,0.72,N,3,yes
33,153000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,23100,14.74,0.15,Y,9,yes
23,38400,RENT,7.0,DEBTCONSOLIDATION,C,3600,13.61,0.09,N,3,no
40,45996,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.61,0.43,N,11,yes
27,67068,OWN,11.0,PERSONAL,A,5000,,0.07,N,10,no
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,0.08,Y,2,yes
50,44000,RENT,14.0,MEDICAL,G,20000,20.4,0.45,N,11,yes
25,20000,RENT,1.0,MEDICAL,A,12000,8.07,0.6,N,2,yes
23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,0.13,Y,4,yes
23,95000,RENT,4.0,EDUCATION,B,10000,10.99,0.11,N,4,no
22,29654,RENT,3.0,EDUCATION,C,7000,14.22,0.24,N,3,yes
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,0.36,N,3,yes
25,39000,RENT,3.0,HOMEIMPROVEMENT,A,2000,7.66,0.05,N,4,yes
26,60000,MORTGAGE,0.0,MEDICAL,A,5000,7.9,0.08,N,2,yes
29,39000,RENT,0.0,VENTURE,D,4000,15.99,0.1,Y,5,yes
29,48000,RENT,9.0,HOMEIMPROVEMENT,C,25000,13.61,0.52,Y,8,yes
31,48996,RENT,0.0,DEBTCONSOLIDATION,E,5000,16.4,0.1,Y,5,yes
23,97500,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.37,0.1,N,3,no
27,30000,RENT,12.0,DEBTCONSOLIDATION,B,16000,10.99,0.53,N,6,yes
23,66000,MORTGAGE,3.0,VENTURE,A,6000,7.88,0.09,N,2,no
32,37000,RENT,0.0,VENTURE,B,15000,10.62,0.41,N,8,yes
54,97800,MORTGAGE,11.0,PERSONAL,C,10000,13.23,0.1,Y,20,no
27,34000,RENT,0.0,PERSONAL,D,10000,15.37,0.29,Y,5,yes
28,29000,RENT,1.0,PERSONAL,C,5000,15.96,0.17,Y,7,yes
25,115200,MORTGAGE,1.0,VENTURE,A,14000,6.62,0.12,N,3,no
26,158000,RENT,0.0,HOMEIMPROVEMENT,D,4000,14.84,0.03,N,3,yes
27,40000,RENT,0.0,DEBTCONSOLIDATION,A,4800,,0.12,N,8,no
